index,Country Key,Country,Date,Precipitation,Temp Avg,Temp Max,Temp Min
948,25,Ecuador,1/28/2020,,81.0,,
949,25,Ecuador,1/29/2020,,81.0,,
950,25,Ecuador,1/30/2020,,81.0,,
951,25,Ecuador,1/31/2020,,82.0,,
952,25,Ecuador,2/1/2020,,82.0,87.0,74.0
961,25,Ecuador,2/10/2020,,81.0,88.0,77.0
962,25,Ecuador,2/11/2020,,83.0,,
963,25,Ecuador,2/12/2020,,83.0,89.0,
964,25,Ecuador,2/13/2020,,82.0,89.0,76.0
965,25,Ecuador,2/14/2020,,83.0,90.0,74.0
966,25,Ecuador,2/15/2020,,82.0,90.0,77.0
967,25,Ecuador,2/16/2020,,83.0,90.0,
968,25,Ecuador,2/17/2020,,83.0,92.0,76.0
969,25,Ecuador,2/18/2020,,83.0,90.0,
970,25,Ecuador,2/19/2020,,84.0,92.0,78.0
953,25,Ecuador,2/2/2020,,80.0,90.0,74.0
971,25,Ecuador,2/20/2020,,83.0,92.0,78.0
972,25,Ecuador,2/21/2020,,83.0,90.0,
973,25,Ecuador,2/22/2020,,79.0,,
974,25,Ecuador,2/23/2020,,81.0,,
975,25,Ecuador,2/24/2020,,82.0,,
976,25,Ecuador,2/25/2020,,82.0,88.0,
977,25,Ecuador,2/26/2020,,83.0,88.0,74.0
978,25,Ecuador,2/27/2020,,84.0,89.0,74.0
979,25,Ecuador,2/28/2020,,83.0,90.0,76.0
980,25,Ecuador,2/29/2020,,84.0,,
954,25,Ecuador,2/3/2020,,81.0,89.0,
955,25,Ecuador,2/4/2020,,83.0,88.0,77.0
956,25,Ecuador,2/5/2020,,82.0,89.0,
957,25,Ecuador,2/6/2020,,81.0,89.0,
958,25,Ecuador,2/7/2020,0.24,82.0,89.0,77.0
959,25,Ecuador,2/8/2020,0.0,81.0,89.0,
960,25,Ecuador,2/9/2020,,81.0,,
981,25,Ecuador,3/1/2020,,84.0,90.0,
982,25,Ecuador,3/2/2020,,84.0,91.0,
983,26,Egypt,1/22/2020,,54.0,63.0,40.0
984,26,Egypt,1/23/2020,,53.0,65.0,42.0
985,26,Egypt,1/24/2020,,55.0,67.0,
986,26,Egypt,1/25/2020,,53.0,63.0,
987,26,Egypt,1/26/2020,,52.0,65.0,
988,26,Egypt,1/27/2020,,53.0,70.0,38.0
989,26,Egypt,1/28/2020,,54.0,69.0,43.0
990,26,Egypt,1/29/2020,,53.0,67.0,42.0
991,26,Egypt,1/30/2020,,54.0,68.0,43.0
992,26,Egypt,1/31/2020,,54.0,,42.0
993,26,Egypt,2/1/2020,,54.0,68.0,43.0
1002,26,Egypt,2/10/2020,,51.0,62.0,43.0
1003,26,Egypt,2/11/2020,,58.0,67.0,44.0
1004,26,Egypt,2/12/2020,,59.0,72.0,44.0
1005,26,Egypt,2/13/2020,,60.0,74.0,46.0
1006,26,Egypt,2/14/2020,,61.0,,47.0
1007,26,Egypt,2/15/2020,,59.0,73.0,50.0
1008,26,Egypt,2/16/2020,,59.0,71.0,50.0
1009,26,Egypt,2/17/2020,,59.0,,51.0
1010,26,Egypt,2/18/2020,,58.0,69.0,47.0
1011,26,Egypt,2/19/2020,,59.0,69.0,48.0
994,26,Egypt,2/2/2020,,55.0,67.0,42.0
1012,26,Egypt,2/20/2020,,58.0,72.0,45.0
1013,26,Egypt,2/21/2020,,63.0,72.0,
1014,26,Egypt,2/22/2020,,59.0,67.0,
1015,26,Egypt,2/23/2020,,58.0,71.0,51.0
1016,26,Egypt,2/24/2020,,55.0,65.0,48.0
1017,26,Egypt,2/25/2020,,58.0,70.0,46.0
1018,26,Egypt,2/26/2020,,60.0,74.0,45.0
1019,26,Egypt,2/27/2020,,63.0,79.0,46.0
1020,26,Egypt,2/28/2020,,64.0,,50.0
1021,26,Egypt,2/29/2020,,62.0,75.0,50.0
995,26,Egypt,2/3/2020,,56.0,68.0,44.0
996,26,Egypt,2/4/2020,,57.0,70.0,45.0
997,26,Egypt,2/5/2020,,61.0,73.0,48.0
998,26,Egypt,2/6/2020,,66.0,77.0,
999,26,Egypt,2/7/2020,,58.0,67.0,49.0
1000,26,Egypt,2/8/2020,,53.0,64.0,43.0
1001,26,Egypt,2/9/2020,,52.0,,42.0
1022,26,Egypt,3/1/2020,,58.0,69.0,47.0
1023,26,Egypt,3/2/2020,,59.0,72.0,45.0
1024,27,Estonia,1/22/2020,,38.0,42.0,37.0
1025,27,Estonia,1/23/2020,,38.0,40.0,35.0
1026,27,Estonia,1/24/2020,,40.0,41.0,38.0
1027,27,Estonia,1/25/2020,,39.0,41.0,37.0
1028,27,Estonia,1/26/2020,,40.0,40.0,37.0
1029,27,Estonia,1/27/2020,,39.0,40.0,38.0
1030,27,Estonia,1/28/2020,,36.0,40.0,34.0
1031,27,Estonia,1/29/2020,,37.0,38.0,34.0
1032,27,Estonia,1/30/2020,,37.0,38.0,35.0
1033,27,Estonia,1/31/2020,,37.0,38.0,36.0
1034,27,Estonia,2/1/2020,,39.0,41.0,36.0
1043,27,Estonia,2/10/2020,,39.0,41.0,37.0
1044,27,Estonia,2/11/2020,,38.0,41.0,35.0
1045,27,Estonia,2/12/2020,,38.0,39.0,35.0
1046,27,Estonia,2/13/2020,,38.0,39.0,35.0
1047,27,Estonia,2/14/2020,,36.0,39.0,30.0
1048,27,Estonia,2/15/2020,,37.0,38.0,30.0
1049,27,Estonia,2/16/2020,,39.0,41.0,36.0
1050,27,Estonia,2/17/2020,,41.0,44.0,38.0
1051,27,Estonia,2/18/2020,,40.0,42.0,39.0
1052,27,Estonia,2/19/2020,,39.0,41.0,37.0
1035,27,Estonia,2/2/2020,,39.0,41.0,37.0
1053,27,Estonia,2/20/2020,,37.0,39.0,35.0
1054,27,Estonia,2/21/2020,,38.0,39.0,36.0
1055,27,Estonia,2/22/2020,,39.0,41.0,38.0
1056,27,Estonia,2/23/2020,,40.0,41.0,38.0
1057,27,Estonia,2/24/2020,,38.0,40.0,36.0
1058,27,Estonia,2/25/2020,,34.0,39.0,32.0
1059,27,Estonia,2/26/2020,,37.0,39.0,32.0
1060,27,Estonia,2/27/2020,,32.0,39.0,29.0
1061,27,Estonia,2/28/2020,,30.0,33.0,26.0
1062,27,Estonia,2/29/2020,,35.0,37.0,31.0
1036,27,Estonia,2/3/2020,,36.0,40.0,34.0
1037,27,Estonia,2/4/2020,,30.0,38.0,24.0
1038,27,Estonia,2/5/2020,,34.0,38.0,23.0
1039,27,Estonia,2/6/2020,,32.0,39.0,29.0
1040,27,Estonia,2/7/2020,,32.0,37.0,26.0
1041,27,Estonia,2/8/2020,,37.0,38.0,32.0
1042,27,Estonia,2/9/2020,,38.0,40.0,36.0
1063,27,Estonia,3/1/2020,,38.0,41.0,35.0
1064,27,Estonia,3/2/2020,,38.0,41.0,35.0
1065,28,Faroe Islands,1/22/2020,0.03,45.0,48.0,42.0
1066,28,Faroe Islands,1/23/2020,0.17,42.0,49.0,35.0
1067,28,Faroe Islands,1/24/2020,0.19,40.0,41.0,35.0
1068,28,Faroe Islands,1/25/2020,0.22,47.0,49.0,38.0
1069,28,Faroe Islands,1/26/2020,0.26,42.0,47.0,34.0
1070,28,Faroe Islands,1/27/2020,0.18,38.0,43.0,
1071,28,Faroe Islands,1/28/2020,0.11,35.0,38.0,32.0
1072,28,Faroe Islands,1/29/2020,0.06,36.0,41.0,33.0
1073,28,Faroe Islands,1/30/2020,0.02,39.0,42.0,33.0
1074,28,Faroe Islands,1/31/2020,0.38,37.0,41.0,
1075,28,Faroe Islands,2/1/2020,0.01,35.0,38.0,33.0
1084,28,Faroe Islands,2/10/2020,0.55,36.0,40.0,34.0
1085,28,Faroe Islands,2/11/2020,0.61,36.0,40.0,33.0
1086,28,Faroe Islands,2/12/2020,0.13,33.0,38.0,28.0
1087,28,Faroe Islands,2/13/2020,0.25,33.0,35.0,32.0
1088,28,Faroe Islands,2/14/2020,0.0,40.0,46.0,32.0
1089,28,Faroe Islands,2/15/2020,0.97,43.0,45.0,39.0
1090,28,Faroe Islands,2/16/2020,0.83,37.0,45.0,33.0
1091,28,Faroe Islands,2/17/2020,0.17,40.0,44.0,36.0
1092,28,Faroe Islands,2/18/2020,0.6,41.0,44.0,
1093,28,Faroe Islands,2/19/2020,0.24,40.0,,35.0
1076,28,Faroe Islands,2/2/2020,0.0,35.0,38.0,29.0
1094,28,Faroe Islands,2/20/2020,1.12,40.0,44.0,34.0
1095,28,Faroe Islands,2/21/2020,0.82,41.0,47.0,38.0
1096,28,Faroe Islands,2/22/2020,0.17,38.0,42.0,
1097,28,Faroe Islands,2/23/2020,0.09,35.0,,29.0
1098,28,Faroe Islands,2/24/2020,0.06,38.0,41.0,34.0
1099,28,Faroe Islands,2/25/2020,0.01,37.0,41.0,
1100,28,Faroe Islands,2/26/2020,0.06,36.0,40.0,32.0
1101,28,Faroe Islands,2/27/2020,0.13,35.0,39.0,33.0
1102,28,Faroe Islands,2/28/2020,0.02,37.0,,31.0
1103,28,Faroe Islands,2/29/2020,0.05,40.0,42.0,36.0
1077,28,Faroe Islands,2/3/2020,,41.0,42.0,38.0
1078,28,Faroe Islands,2/4/2020,0.28,40.0,,32.0
1079,28,Faroe Islands,2/5/2020,0.02,46.0,47.0,42.0
1080,28,Faroe Islands,2/6/2020,0.0,47.0,,45.0
1081,28,Faroe Islands,2/7/2020,,45.0,48.0,
1082,28,Faroe Islands,2/8/2020,0.08,41.0,46.0,37.0
1083,28,Faroe Islands,2/9/2020,0.71,38.0,42.0,34.0
1104,28,Faroe Islands,3/1/2020,1.31,38.0,41.0,35.0
1105,28,Faroe Islands,3/2/2020,0.95,36.0,39.0,
1106,29,Finland,1/22/2020,0.0,19.0,26.0,14.0
1107,29,Finland,1/23/2020,0.19,8.0,16.0,-6.0
1108,29,Finland,1/24/2020,0.11,15.0,23.0,12.0
1109,29,Finland,1/25/2020,0.0,-8.0,15.0,-20.0
1110,29,Finland,1/26/2020,0.0,-19.0,-7.0,-26.0
1111,29,Finland,1/27/2020,0.0,-27.0,-21.0,-30.0
1112,29,Finland,1/28/2020,0.04,-5.0,9.0,-30.0
1113,29,Finland,1/29/2020,0.03,13.0,15.0,7.0
1114,29,Finland,1/30/2020,0.01,16.0,17.0,15.0
1115,29,Finland,1/31/2020,0.0,11.0,17.0,9.0
1116,29,Finland,2/1/2020,,7.0,,2.0
1125,29,Finland,2/10/2020,0.24,33.0,35.0,31.0
1126,29,Finland,2/11/2020,0.24,33.0,35.0,32.0
1127,29,Finland,2/12/2020,,31.0,33.0,29.0
1128,29,Finland,2/13/2020,,30.0,33.0,
1129,29,Finland,2/14/2020,0.05,26.0,30.0,
1130,29,Finland,2/15/2020,0.02,21.0,,10.0
1131,29,Finland,2/16/2020,0.08,30.0,32.0,24.0
1132,29,Finland,2/17/2020,0.59,31.0,35.0,29.0
1133,29,Finland,2/18/2020,0.08,29.0,32.0,
1134,29,Finland,2/19/2020,0.08,13.0,27.0,
1117,29,Finland,2/2/2020,0.06,12.0,14.0,
1135,29,Finland,2/20/2020,0.0,0.0,15.0,-19.0
1136,29,Finland,2/21/2020,,28.0,33.0,9.0
1137,29,Finland,2/22/2020,0.11,34.0,36.0,31.0
1138,29,Finland,2/23/2020,0.2,29.0,34.0,
1139,29,Finland,2/24/2020,0.03,21.0,28.0,8.0
1140,29,Finland,2/25/2020,0.12,11.0,25.0,
1141,29,Finland,2/26/2020,0.0,-4.0,15.0,-21.0
1142,29,Finland,2/27/2020,,7.0,21.0,-8.0
1143,29,Finland,2/28/2020,0.0,6.0,22.0,
1144,29,Finland,2/29/2020,0.0,-8.0,17.0,-20.0
1118,29,Finland,2/3/2020,0.04,15.0,26.0,5.0
1119,29,Finland,2/4/2020,0.0,-11.0,17.0,-19.0
1120,29,Finland,2/5/2020,0.04,0.0,11.0,-21.0
1121,29,Finland,2/6/2020,,8.0,18.0,-17.0
1122,29,Finland,2/7/2020,0.08,8.0,,-10.0
1123,29,Finland,2/8/2020,,22.0,31.0,2.0
1124,29,Finland,2/9/2020,,31.0,33.0,27.0
1145,29,Finland,3/1/2020,,0.0,13.0,-19.0
1146,29,Finland,3/2/2020,0.01,5.0,16.0,
1147,30,France,1/22/2020,0.0,33.0,,26.0
1148,30,France,1/23/2020,0.01,40.0,44.0,37.0
1149,30,France,1/24/2020,0.0,33.0,40.0,
1150,30,France,1/25/2020,0.0,35.0,38.0,31.0
1151,30,France,1/26/2020,0.0,43.0,48.0,37.0
1152,30,France,1/27/2020,0.06,47.0,51.0,
1153,30,France,1/28/2020,0.17,42.0,48.0,36.0
1154,30,France,1/29/2020,0.41,44.0,48.0,39.0
1155,30,France,1/30/2020,0.0,47.0,,40.0
1156,30,France,1/31/2020,0.16,53.0,57.0,49.0
1157,30,France,2/1/2020,0.46,51.0,55.0,
1166,30,France,2/10/2020,0.45,47.0,57.0,43.0
1167,30,France,2/11/2020,0.47,44.0,48.0,36.0
1168,30,France,2/12/2020,0.07,42.0,47.0,39.0
1169,30,France,2/13/2020,0.13,46.0,50.0,41.0
1170,30,France,2/14/2020,0.45,47.0,54.0,41.0
1171,30,France,2/15/2020,0.0,51.0,57.0,45.0
1172,30,France,2/16/2020,0.17,54.0,62.0,45.0
1173,30,France,2/17/2020,0.33,46.0,52.0,42.0
1174,30,France,2/18/2020,0.14,45.0,50.0,40.0
1175,30,France,2/19/2020,0.43,44.0,49.0,40.0
1158,30,France,2/2/2020,0.17,51.0,55.0,46.0
1176,30,France,2/20/2020,0.1,48.0,56.0,
1177,30,France,2/21/2020,0.17,45.0,51.0,40.0
1178,30,France,2/22/2020,0.0,48.0,52.0,41.0
1179,30,France,2/23/2020,0.0,53.0,56.0,
1180,30,France,2/24/2020,0.24,50.0,55.0,44.0
1181,30,France,2/25/2020,0.12,45.0,52.0,39.0
1182,30,France,2/26/2020,0.24,42.0,46.0,39.0
1183,30,France,2/27/2020,0.08,38.0,44.0,33.0
1184,30,France,2/28/2020,0.61,41.0,,34.0
1185,30,France,2/29/2020,0.14,47.0,52.0,40.0
1159,30,France,2/3/2020,0.03,50.0,54.0,
1160,30,France,2/4/2020,0.59,45.0,,43.0
1161,30,France,2/5/2020,0.0,44.0,48.0,
1162,30,France,2/6/2020,0.0,39.0,47.0,33.0
1163,30,France,2/7/2020,0.01,41.0,50.0,33.0
1164,30,France,2/8/2020,0.0,48.0,50.0,
1165,30,France,2/9/2020,0.08,51.0,,44.0
1186,30,France,3/1/2020,0.25,44.0,49.0,39.0
1187,30,France,3/2/2020,0.02,44.0,47.0,
1188,31,Georgia,1/22/2020,0.0,35.0,40.0,
1189,31,Georgia,1/23/2020,0.0,35.0,39.0,32.0
1190,31,Georgia,1/24/2020,0.08,30.0,36.0,
1191,31,Georgia,1/25/2020,0.0,30.0,37.0,24.0
1192,31,Georgia,1/26/2020,0.01,37.0,43.0,24.0
1193,31,Georgia,1/27/2020,0.0,33.0,49.0,22.0
1194,31,Georgia,1/28/2020,0.0,29.0,44.0,18.0
1195,31,Georgia,1/29/2020,0.0,36.0,53.0,22.0
1196,31,Georgia,1/30/2020,0.0,40.0,51.0,30.0
1197,31,Georgia,1/31/2020,0.09,40.0,46.0,35.0
1198,31,Georgia,2/1/2020,0.02,36.0,39.0,
1207,31,Georgia,2/10/2020,,20.0,33.0,
1208,31,Georgia,2/11/2020,,22.0,38.0,
1209,31,Georgia,2/12/2020,0.02,27.0,44.0,12.0
1210,31,Georgia,2/13/2020,0.24,34.0,38.0,31.0
1211,31,Georgia,2/14/2020,0.08,30.0,36.0,
1212,31,Georgia,2/15/2020,0.0,30.0,42.0,15.0
1213,31,Georgia,2/16/2020,0.0,29.0,43.0,18.0
1214,31,Georgia,2/17/2020,0.0,36.0,40.0,21.0
1215,31,Georgia,2/18/2020,0.0,39.0,51.0,30.0
1216,31,Georgia,2/19/2020,0.0,38.0,52.0,24.0
1199,31,Georgia,2/2/2020,0.0,37.0,43.0,31.0
1217,31,Georgia,2/20/2020,0.0,43.0,54.0,32.0
1218,31,Georgia,2/21/2020,0.0,45.0,58.0,31.0
1219,31,Georgia,2/22/2020,0.0,46.0,55.0,
1220,31,Georgia,2/23/2020,0.0,43.0,50.0,36.0
1221,31,Georgia,2/24/2020,0.0,46.0,58.0,34.0
1222,31,Georgia,2/25/2020,0.16,38.0,,
1223,31,Georgia,2/26/2020,0.02,39.0,51.0,25.0
1224,31,Georgia,2/27/2020,0.0,40.0,62.0,22.0
1225,31,Georgia,2/28/2020,0.0,42.0,66.0,26.0
1226,31,Georgia,2/29/2020,0.04,44.0,58.0,31.0
1200,31,Georgia,2/3/2020,0.0,39.0,48.0,33.0
1201,31,Georgia,2/4/2020,0.08,36.0,44.0,29.0
1202,31,Georgia,2/5/2020,0.0,39.0,48.0,25.0
1203,31,Georgia,2/6/2020,0.0,44.0,63.0,29.0
1204,31,Georgia,2/7/2020,0.12,40.0,,
1205,31,Georgia,2/8/2020,,31.0,38.0,
1206,31,Georgia,2/9/2020,,24.0,31.0,
1227,31,Georgia,3/1/2020,0.12,43.0,52.0,40.0
1228,31,Georgia,3/2/2020,0.0,44.0,53.0,38.0
1229,32,Germany,1/22/2020,0.0,28.0,29.0,27.0
1230,32,Germany,1/23/2020,0.0,30.0,34.0,23.0
1231,32,Germany,1/24/2020,0.0,28.0,34.0,23.0
1232,32,Germany,1/25/2020,0.0,28.0,32.0,21.0
1233,32,Germany,1/26/2020,0.0,34.0,43.0,29.0
1234,32,Germany,1/27/2020,0.05,40.0,48.0,28.0
1235,32,Germany,1/28/2020,0.12,40.0,45.0,34.0
1236,32,Germany,1/29/2020,0.05,36.0,40.0,33.0
1237,32,Germany,1/30/2020,0.03,42.0,47.0,36.0
1238,32,Germany,1/31/2020,0.03,51.0,55.0,45.0
1239,32,Germany,2/1/2020,,51.0,,
1248,32,Germany,2/10/2020,,48.0,,
1249,32,Germany,2/11/2020,,40.0,,
1250,32,Germany,2/12/2020,,36.0,,
1251,32,Germany,2/13/2020,,37.0,,
1252,32,Germany,2/14/2020,,42.0,,
1253,32,Germany,2/15/2020,,42.0,,
1254,32,Germany,2/16/2020,,50.0,,
1255,32,Germany,2/17/2020,,47.0,,
1256,32,Germany,2/18/2020,,43.0,,
1257,32,Germany,2/19/2020,,40.0,,
1240,32,Germany,2/2/2020,,48.0,,
1258,32,Germany,2/20/2020,,40.0,,
1259,32,Germany,2/21/2020,,41.0,,
1260,32,Germany,2/22/2020,,46.0,,
1261,32,Germany,2/23/2020,,50.0,,
1262,32,Germany,2/24/2020,,43.0,,
1263,32,Germany,2/25/2020,,46.0,,
1264,32,Germany,2/26/2020,,37.0,,
1265,32,Germany,2/27/2020,,36.0,,
1266,32,Germany,2/28/2020,,36.0,,
1267,32,Germany,2/29/2020,,42.0,,
1241,32,Germany,2/3/2020,,47.0,,
1242,32,Germany,2/4/2020,,40.0,,
1243,32,Germany,2/5/2020,,36.0,,
1244,32,Germany,2/6/2020,,31.0,,
1245,32,Germany,2/7/2020,,31.0,,
1246,32,Germany,2/8/2020,,34.0,,
1247,32,Germany,2/9/2020,,43.0,,
1268,32,Germany,3/1/2020,,45.0,,
1269,32,Germany,3/2/2020,,45.0,,
1270,33,Gibraltar,1/22/2020,0.23,53.0,,
1271,33,Gibraltar,1/23/2020,0.6,56.0,60.0,
1272,33,Gibraltar,1/24/2020,0.45,57.0,60.0,53.0
1273,33,Gibraltar,1/25/2020,0.8,57.0,60.0,
1274,33,Gibraltar,1/26/2020,0.29,56.0,,
1275,33,Gibraltar,1/27/2020,0.0,56.0,64.0,
1276,33,Gibraltar,1/28/2020,0.0,59.0,,55.0
1277,33,Gibraltar,1/29/2020,0.0,59.0,,53.0
1278,33,Gibraltar,1/30/2020,0.0,61.0,70.0,
1279,33,Gibraltar,1/31/2020,0.0,62.0,68.0,
1280,33,Gibraltar,2/1/2020,0.0,63.0,71.0,
1289,33,Gibraltar,2/10/2020,0.0,59.0,,
1290,33,Gibraltar,2/11/2020,0.0,60.0,,
1291,33,Gibraltar,2/12/2020,0.0,62.0,67.0,
1292,33,Gibraltar,2/13/2020,0.0,61.0,,
1293,33,Gibraltar,2/14/2020,0.0,58.0,63.0,
1294,33,Gibraltar,2/15/2020,0.0,60.0,63.0,57.0
1295,33,Gibraltar,2/16/2020,0.0,59.0,,
1296,33,Gibraltar,2/17/2020,,62.0,,54.0
1297,33,Gibraltar,2/18/2020,0.0,61.0,,58.0
1298,33,Gibraltar,2/19/2020,0.0,61.0,,
1281,33,Gibraltar,2/2/2020,0.0,58.0,,
1299,33,Gibraltar,2/20/2020,0.0,60.0,,
1300,33,Gibraltar,2/21/2020,0.0,60.0,,59.0
1301,33,Gibraltar,2/22/2020,0.0,60.0,,
1302,33,Gibraltar,2/23/2020,0.0,60.0,63.0,58.0
1303,33,Gibraltar,2/24/2020,0.0,60.0,66.0,
1304,33,Gibraltar,2/25/2020,0.0,62.0,,58.0
1305,33,Gibraltar,2/26/2020,0.0,60.0,66.0,
1306,33,Gibraltar,2/27/2020,0.0,61.0,,55.0
1307,33,Gibraltar,2/28/2020,0.0,58.0,63.0,51.0
1308,33,Gibraltar,2/29/2020,0.0,60.0,,53.0
1282,33,Gibraltar,2/3/2020,0.0,60.0,,
1283,33,Gibraltar,2/4/2020,0.0,58.0,,
1284,33,Gibraltar,2/5/2020,0.01,58.0,,53.0
1285,33,Gibraltar,2/6/2020,0.0,60.0,,
1286,33,Gibraltar,2/7/2020,0.0,59.0,,
1287,33,Gibraltar,2/8/2020,0.02,60.0,65.0,
1288,33,Gibraltar,2/9/2020,0.0,60.0,66.0,
1309,33,Gibraltar,3/1/2020,0.02,62.0,67.0,
1310,33,Gibraltar,3/2/2020,0.0,64.0,68.0,
1311,34,Greece,1/22/2020,0.0,47.0,52.0,43.0
1312,34,Greece,1/23/2020,0.0,49.0,56.0,39.0
1313,34,Greece,1/24/2020,0.0,48.0,53.0,
1314,34,Greece,1/25/2020,0.0,51.0,,41.0
1315,34,Greece,1/26/2020,0.0,57.0,60.0,48.0
1316,34,Greece,1/27/2020,0.0,59.0,63.0,
1317,34,Greece,1/28/2020,0.4,55.0,60.0,
1318,34,Greece,1/29/2020,0.16,57.0,63.0,50.0
1319,34,Greece,1/30/2020,0.03,59.0,62.0,
1320,34,Greece,1/31/2020,0.0,50.0,55.0,40.0
1321,34,Greece,2/1/2020,0.0,52.0,62.0,
1330,34,Greece,2/10/2020,0.0,45.0,,35.0
1331,34,Greece,2/11/2020,0.0,56.0,62.0,49.0
1332,34,Greece,2/12/2020,0.0,58.0,65.0,52.0
1333,34,Greece,2/13/2020,0.02,59.0,,55.0
1334,34,Greece,2/14/2020,0.0,54.0,59.0,47.0
1335,34,Greece,2/15/2020,0.24,53.0,56.0,50.0
1336,34,Greece,2/16/2020,0.39,55.0,60.0,50.0
1337,34,Greece,2/17/2020,0.0,55.0,59.0,
1338,34,Greece,2/18/2020,0.0,54.0,63.0,44.0
1339,34,Greece,2/19/2020,0.0,54.0,,
1322,34,Greece,2/2/2020,0.0,55.0,63.0,
1340,34,Greece,2/20/2020,0.0,57.0,59.0,
1341,34,Greece,2/21/2020,0.39,51.0,54.0,
1342,34,Greece,2/22/2020,0.0,50.0,54.0,44.0
1343,34,Greece,2/23/2020,0.0,51.0,55.0,46.0
1344,34,Greece,2/24/2020,0.0,53.0,60.0,45.0
1345,34,Greece,2/25/2020,0.0,56.0,63.0,48.0
1346,34,Greece,2/26/2020,0.0,57.0,64.0,42.0
1347,34,Greece,2/27/2020,0.0,63.0,67.0,59.0
1348,34,Greece,2/28/2020,0.0,57.0,63.0,48.0
1349,34,Greece,2/29/2020,0.22,50.0,52.0,48.0
1323,34,Greece,2/3/2020,0.0,59.0,63.0,
1324,34,Greece,2/4/2020,0.0,60.0,63.0,55.0
1325,34,Greece,2/5/2020,0.0,62.0,,
1326,34,Greece,2/6/2020,0.03,50.0,54.0,
1327,34,Greece,2/7/2020,0.28,44.0,47.0,40.0
1328,34,Greece,2/8/2020,0.0,46.0,,
1329,34,Greece,2/9/2020,0.0,40.0,,
1350,34,Greece,3/1/2020,0.0,53.0,57.0,46.0
1351,34,Greece,3/2/2020,0.0,54.0,63.0,41.0
1352,36,Hungary,1/22/2020,0.0,29.0,38.0,22.0
1353,36,Hungary,1/23/2020,0.0,26.0,36.0,
1354,36,Hungary,1/24/2020,0.0,27.0,38.0,20.0
1355,36,Hungary,1/25/2020,0.0,28.0,37.0,20.0
1356,36,Hungary,1/26/2020,0.0,32.0,,24.0
1357,36,Hungary,1/27/2020,0.0,34.0,40.0,31.0
1358,36,Hungary,1/28/2020,0.0,40.0,,31.0
1359,36,Hungary,1/29/2020,0.58,35.0,43.0,30.0
1360,36,Hungary,1/30/2020,0.0,38.0,,31.0
1361,36,Hungary,1/31/2020,0.0,48.0,58.0,36.0
1362,36,Hungary,2/1/2020,0.0,52.0,60.0,44.0
1371,36,Hungary,2/10/2020,,50.0,59.0,40.0
1372,36,Hungary,2/11/2020,0.16,44.0,49.0,
1373,36,Hungary,2/12/2020,0.09,42.0,50.0,35.0
1374,36,Hungary,2/13/2020,0.0,40.0,50.0,
1375,36,Hungary,2/14/2020,0.12,44.0,54.0,39.0
1376,36,Hungary,2/15/2020,0.11,44.0,53.0,
1377,36,Hungary,2/16/2020,0.0,41.0,,31.0
1378,36,Hungary,2/17/2020,,48.0,60.0,35.0
1379,36,Hungary,2/18/2020,0.0,48.0,,
1380,36,Hungary,2/19/2020,,44.0,,36.0
1363,36,Hungary,2/2/2020,0.0,54.0,61.0,49.0
1381,36,Hungary,2/20/2020,0.02,42.0,49.0,
1382,36,Hungary,2/21/2020,0.0,40.0,51.0,
1383,36,Hungary,2/22/2020,0.0,42.0,51.0,
1384,36,Hungary,2/23/2020,,49.0,56.0,38.0
1385,36,Hungary,2/24/2020,0.0,46.0,,
1386,36,Hungary,2/25/2020,0.0,47.0,,33.0
1387,36,Hungary,2/26/2020,0.04,42.0,51.0,
1388,36,Hungary,2/27/2020,0.65,39.0,47.0,32.0
1389,36,Hungary,2/28/2020,0.0,41.0,,34.0
1390,36,Hungary,2/29/2020,0.0,41.0,54.0,26.0
1364,36,Hungary,2/3/2020,0.0,52.0,57.0,
1365,36,Hungary,2/4/2020,0.0,45.0,50.0,
1366,36,Hungary,2/5/2020,0.35,39.0,45.0,
1367,36,Hungary,2/6/2020,0.0,36.0,44.0,
1368,36,Hungary,2/7/2020,0.0,40.0,47.0,31.0
1369,36,Hungary,2/8/2020,0.0,34.0,42.0,
1370,36,Hungary,2/9/2020,0.0,38.0,,26.0
1391,36,Hungary,3/1/2020,0.0,47.0,,39.0
1392,36,Hungary,3/2/2020,0.37,50.0,58.0,44.0
1393,37,Iceland,1/22/2020,,41.0,46.0,
1394,37,Iceland,1/23/2020,,31.0,38.0,
1395,37,Iceland,1/24/2020,,32.0,35.0,29.0
1396,37,Iceland,1/25/2020,,35.0,39.0,30.0
1397,37,Iceland,1/26/2020,,34.0,36.0,32.0
1398,37,Iceland,1/27/2020,,33.0,37.0,
1399,37,Iceland,1/28/2020,,34.0,36.0,
1400,37,Iceland,1/29/2020,,28.0,34.0,24.0
1401,37,Iceland,1/30/2020,,31.0,33.0,26.0
1402,37,Iceland,1/31/2020,,31.0,34.0,
1403,37,Iceland,2/1/2020,,28.0,33.0,
1412,37,Iceland,2/10/2020,,32.0,35.0,
1413,37,Iceland,2/11/2020,,30.0,35.0,
1414,37,Iceland,2/12/2020,,25.0,,
1415,37,Iceland,2/13/2020,,27.0,,21.0
1416,37,Iceland,2/14/2020,,36.0,,
1417,37,Iceland,2/15/2020,,35.0,41.0,
1418,37,Iceland,2/16/2020,,37.0,39.0,35.0
1419,37,Iceland,2/17/2020,,35.0,38.0,
1420,37,Iceland,2/18/2020,,33.0,38.0,
